time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2022-09-26,1340.64,1279.55,1294.72,1311049.98,1719754734.68,1336.65,direct,
2022-09-27,1400.42,1304.41,1336.65,1130128.11,1537712811.95,1328.11,direct,
2022-09-28,1354.97,1258.23,1328.11,1411308.4,1843309322.44,1337.15,direct,
2022-09-29,1351.6,1288.59,1337.15,1014932.37,1346135197.35,1335.9,direct,
2022-09-30,1372.44,1316.72,1335.9,1164820.52,1559138076.19,1328.7,direct,
2022-10-01,1333.85,1303.19,1328.7,273983.82,361595127.37,1311.8,direct,
2022-10-02,1317.65,1272.05,1311.8,411466.97,533576502.55,1276.69,direct,
2022-10-03,1329.8,1265.42,1276.69,817660.89,1066475762.56,1323.32,direct,
2022-10-04,1370.09,1319.02,1323.32,713943.35,962114984.8,1361.9,direct,
2022-10-05,1364.69,1316.75,1361.9,667604.6,897717802.0,1352.44,direct,
2022-10-06,1384.03,1346.79,1352.44,979637.13,1337183654.48,1352.4,direct,
2022-10-07,1361.52,1317.95,1352.4,631810.29,847055907.94,1331.14,direct,
2022-10-08,1337.38,1303.92,1331.14,193854.73,256701832.62,1315.47,direct,
2022-10-09,1328.86,1307.58,1315.47,204851.91,270217040.65,1323.41,direct,
2022-10-10,1338.13,1289.77,1323.41,538968.88,706276755.9,1290.04,direct,
2022-10-11,1297.84,1268.05,1290.04,698727.95,895785523.92,1279.79,direct,
2022-10-12,1306.21,1275.03,1279.79,509091.81,659072834.99,1294.29,direct,
2022-10-13,1300.93,1199.77,1294.29,1242884.05,1553294534.83,1287.51,direct,
2022-10-14,1343.39,1283.82,1287.51,985870.85,1300245316.03,1296.63,direct,
2022-10-15,1301.81,1264.0,1296.63,298151.13,383099353.48,1274.91,direct,
2022-10-16,1315.33,1274.68,1274.91,335309.9,433760169.98,1305.87,direct,
2022-10-17,1338.64,1295.86,1305.87,567289.21,748550276.7,1331.52,direct,
2022-10-18,1341.38,1287.13,1331.52,710601.48,936900282.81,1310.78,direct,
2022-10-19,1313.67,1280.17,1310.78,544229.57,706514928.62,1284.85,direct,
2022-10-20,1310.72,1271.7,1284.85,624309.59,805186791.44,1282.68,direct,
2022-10-21,1307.1,1254.6,1282.68,636332.09,817282417.74,1299.88,direct,
2022-10-22,1319.61,1294.4,1299.88,208560.33,272863413.86,1313.91,direct,
2022-10-23,1370.8,1300.09,1313.91,421356.89,561742750.96,1364.2,direct,
2022-10-24,1370.45,1324.47,1364.2,721346.34,969857919.89,1343.83,direct,
2022-10-25,1524.13,1335.31,1343.83,1642318.42,2350835728.61,1460.37,direct,
2022-10-26,1595.06,1457.91,1460.37,1835153.39,2821129189.15,1566.85,direct,
2022-10-27,1578.12,1505.22,1566.85,1408936.86,2182940242.05,1514.35,direct,
2022-10-28,1574.67,1484.12,1514.35,1115356.45,1703276756.19,1555.12,direct,
2022-10-29,1663.64,1548.24,1555.12,921088.69,1488331267.57,1620.42,direct,
2022-10-30,1640.31,1577.18,1620.42,556544.13,891449874.51,1590.93,direct,
2022-10-31,1635.53,1547.97,1590.93,1020683.99,1615108402.06,1572.88,direct,
2022-11-01,1611.88,1563.39,1572.88,700521.98,1109585843.08,1578.51,direct,
2022-11-02,1620.26,1502.4,1578.51,1303264.24,2037801666.52,1518.33,direct,
2022-11-03,1558.59,1515.32,1518.33,748066.97,1152727124.17,1530.87,direct,
2022-11-04,1671.48,1528.31,1530.87,1195605.21,1925861769.02,1645.06,direct,
2022-11-05,1665.9,1621.64,1645.06,372275.57,611265136.47,1627.42,direct,
2022-11-06,1638.76,1565.49,1627.42,456328.92,735107790.65,1568.75,direct,
2022-11-07,1608.74,1546.59,1568.75,873269.35,1378127340.69,1568.45,direct,
2022-11-08,1579.41,1250.63,1568.45,2888023.55,4107836408.23,1334.22,direct,
